,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
7110,Bangladesh,South Africa,Cape Town,144,4,1,7.448275862068965,34.0,144
26849,Pakistan,New Zealand,Hamilton,56,70,6,6.72,35.0,163
17107,India,West Indies,Mumbai,151,36,8,10.785714285714286,42.0,240
24383,Pakistan,Bangladesh,Kolkata,50,86,9,8.823529411764707,45.0,201
41592,West Indies,New Zealand,Auckland,76,40,6,5.7,34.0,126
5548,Australia,West Indies,London,74,55,7,6.830769230769231,39.0,169
20865,New Zealand,Pakistan,Wellington,95,53,7,8.507462686567164,36.0,196
17983,New Zealand,Bangladesh,Mount Maunganui,45,76,7,6.136363636363637,31.0,194
10011,England,New Zealand,Hamilton,108,52,8,9.529411764705882,53.0,194
34998,Sri Lanka,Bangladesh,Pallekele,89,57,7,8.476190476190476,30.0,198
20486,New Zealand,Pakistan,Dubai,111,22,6,6.795918367346939,36.0,153
14670,India,New Zealand,Christchurch,101,40,4,7.575,38.0,162
28041,Pakistan,South Africa,St Lucia,143,3,3,7.333333333333333,38.0,148
9947,England,New Zealand,Christchurch,151,19,6,8.970297029702971,50.0,193
34120,Sri Lanka,Australia,Colombo,53,74,7,6.913043478260869,36.0,128
36316,Sri Lanka,New Zealand,Auckland,30,89,7,5.806451612903226,27.0,115
32287,South Africa,Pakistan,Cape Town,40,89,9,7.741935483870968,40.0,192
2444,Australia,India,Sydney,48,90,9,9.6,47.0,197
37369,Sri Lanka,Pakistan,Hambantota,53,58,6,5.129032258064516,21.0,132
32538,South Africa,Pakistan,Johannesburg,62,59,9,6.098360655737705,25.0,188
23440,Pakistan,Australia,Dubai,64,74,10,8.347826086956522,49.0,150
17169,India,West Indies,Mumbai,180,6,8,9.473684210526317,59.0,192
14752,India,New Zealand,Delhi,95,53,10,8.507462686567164,47.0,202
17659,New Zealand,Australia,Sydney,104,11,3,5.724770642201835,37.0,117
28969,Pakistan,West Indies,Trinidad,116,9,2,6.27027027027027,38.0,132
34835,Sri Lanka,Bangladesh,Colombo,136,14,5,7.69811320754717,55.0,159
40039,West Indies,Bangladesh,Mirpur,113,35,8,7.976470588235294,48.0,171
3035,Australia,New Zealand,Sydney,62,64,7,6.642857142857143,24.0,150
11526,England,South Africa,Durban,81,70,8,9.72,63.0,204
3374,Australia,Pakistan,Dubai,68,33,5,4.689655172413793,17.0,89
24872,Pakistan,Bangladesh,St Lucia,67,70,10,8.04,38.0,172
18635,New Zealand,England,Hamilton,162,9,5,8.756756756756756,46.0,192
18688,New Zealand,England,London,115,52,9,10.147058823529411,54.0,201
27738,Pakistan,South Africa,Centurion,175,10,4,9.545454545454543,26.0,195
4463,Australia,South Africa,Johannesburg,129,17,4,7.514563106796117,48.0,166
35055,Sri Lanka,Bangladesh,Pallekele,190,5,5,9.91304347826087,70.0,198
24444,Pakistan,Bangladesh,Kolkata,146,27,8,9.419354838709678,49.0,201
5982,Bangladesh,Australia,Mirpur,133,16,7,7.673076923076923,35.0,153
3912,Australia,South Africa,Adelaide,118,22,6,7.224489795918367,47.0,144
31929,South Africa,New Zealand,Chittagong,42,80,7,6.3,32.0,170
39872,West Indies,Bangladesh,Mirpur,35,89,8,6.774193548387097,34.0,197
14117,India,England,Colombo,132,19,7,7.841584158415841,42.0,170
37709,Sri Lanka,Pakistan,Lahore,163,2,5,8.288135593220339,43.0,165
37162,Sri Lanka,Pakistan,Dubai,53,82,10,8.368421052631579,39.0,211
26248,Pakistan,New Zealand,Auckland,119,43,8,9.272727272727272,34.0,201
30438,South Africa,England,Cape Town,71,72,9,8.875,59.0,179
35996,Sri Lanka,India,Colombo,161,11,6,8.862385321100918,52.0,171
33923,South Africa,West Indies,Nagpur,122,0,2,6.1,31.0,122
13881,India,England,Bangalore,76,63,8,8.0,42.0,202
31382,South Africa,India,Johannesburg,132,35,9,9.31764705882353,53.0,219
41178,West Indies,India,Lauderhill,126,63,9,13.263157894736842,69.0,245
42792,West Indies,South Africa,Johannesburg,126,51,10,10.956521739130435,56.0,205
16809,India,West Indies,London,41,81,7,6.307692307692308,28.0,153
3144,Australia,Pakistan,Chandigarh,95,48,7,7.916666666666667,38.0,193
42697,West Indies,Pakistan,Trinidad,120,8,3,6.428571428571429,45.0,124
19926,New Zealand,India,Rajkot,107,49,9,9.04225352112676,55.0,196
10260,England,Pakistan,Abu Dhabi,38,85,8,6.514285714285714,31.0,129
12137,England,West Indies,Barbados,60,61,7,6.101694915254237,34.0,152
15571,India,South Africa,Centurion,47,82,7,7.421052631578948,47.0,188
36019,Sri Lanka,India,Colombo,163,2,3,8.288135593220339,45.0,170
37128,Sri Lanka,Pakistan,Colombo,163,5,4,8.504347826086956,53.0,172
8492,England,Australia,Cardiff,60,62,8,6.206896551724138,41.0,182
25495,Pakistan,England,Manchester,107,51,9,9.304347826086955,54.0,195
12732,India,Afghanistan,Colombo,159,0,5,7.884297520661157,45.0,159
19360,New Zealand,India,Auckland,61,75,9,8.133333333333333,41.0,132
2599,Australia,India,Sydney,80,60,7,8.0,32.0,197
3121,Australia,Pakistan,Chandigarh,64,71,7,7.836734693877551,42.0,193
37807,Sri Lanka,Pakistan,London,67,50,5,5.742857142857143,29.0,138
2289,Australia,India,Mumbai,101,45,8,8.08,38.0,166
18681,New Zealand,England,London,108,58,9,10.451612903225806,55.0,201
17929,New Zealand,Bangladesh,Mirpur,167,20,8,10.02,52.0,204
14800,India,New Zealand,Delhi,191,5,7,9.965217391304348,66.0,202
34696,Sri Lanka,Bangladesh,Colombo,71,82,9,11.210526315789474,48.0,214
37123,Sri Lanka,Pakistan,Colombo,121,7,6,6.424778761061947,27.0,139
24397,Pakistan,Bangladesh,Kolkata,73,73,9,9.319148936170214,41.0,201
7890,Bangladesh,West Indies,St Kitts,41,90,8,8.2,41.0,143
24145,Pakistan,Australia,St Lucia,62,73,10,7.914893617021277,48.0,191
32633,South Africa,Pakistan,Johannesburg,132,12,5,7.333333333333333,34.0,153
40710,West Indies,England,London,207,1,2,10.436974789915968,54.0,208
39605,West Indies,Australia,Sydney,51,68,6,5.884615384615385,24.0,138
19026,New Zealand,England,Wellington,41,92,9,8.785714285714286,41.0,176
40022,West Indies,Bangladesh,Mirpur,88,40,8,6.6,33.0,132
17015,India,West Indies,Mumbai,58,80,10,8.7,53.0,192
1500,Australia,England,Southampton,141,48,8,11.75,66.0,248
35307,Sri Lanka,England,Pallekele,103,36,7,7.357142857142857,39.0,169
29445,South Africa,Australia,Cape Town,138,5,4,7.2,52.0,146
35397,Sri Lanka,England,Southampton,73,69,8,8.588235294117647,53.0,140
17545,New Zealand,Australia,Christchurch,158,25,5,9.978947368421052,74.0,214
7808,Bangladesh,West Indies,Lauderhill,122,37,6,8.819277108433734,32.0,184
1325,Australia,England,Melbourne,52,87,9,9.454545454545457,51.0,147
5610,Australia,West Indies,Mirpur,41,89,8,7.935483870967742,39.0,178
30403,South Africa,England,Cape Town,43,84,7,7.166666666666667,35.0,154
21239,New Zealand,South Africa,Durban,79,20,2,4.74,20.0,86
30287,South Africa,Bangladesh,Mirpur,108,44,7,8.526315789473685,39.0,169
662,Afghanistan,West Indies,St Kitts,28,87,7,5.090909090909091,26.0,110
19055,New Zealand,England,Wellington,52,82,9,8.210526315789474,43.0,196
38633,Sri Lanka,West Indies,Mirpur,93,36,6,6.642857142857143,31.0,160
990,Australia,England,Adelaide,105,37,8,7.590361445783133,21.0,157
19158,New Zealand,England,Wellington,109,47,9,8.95890410958904,53.0,196
24822,Pakistan,Bangladesh,Mirpur,126,6,4,6.631578947368421,28.0,135
41233,West Indies,India,Lauderhill,169,46,9,13.702702702702704,71.0,245
13260,India,Australia,Mirpur,112,24,6,7.0,46.0,159
39059,West Indies,Australia,Barbados,115,54,7,10.454545454545457,48.0,160
29797,South Africa,Australia,Johannesburg,64,73,9,8.170212765957446,44.0,201
1577,Australia,England,Southampton,228,9,5,12.324324324324325,76.0,248
17750,New Zealand,Australia,Wellington,111,12,3,6.166666666666667,39.0,118
37447,Sri Lanka,Pakistan,Lahore,43,86,7,7.588235294117647,35.0,147
27137,Pakistan,New Zealand,Pallekele,116,44,9,9.157894736842104,50.0,177
9659,England,India,Pune,114,29,6,7.516483516483516,25.0,157
36894,Sri Lanka,Pakistan,Abu Dhabi,127,21,6,7.696969696969697,29.0,141
21155,New Zealand,South Africa,Durban,61,47,2,5.013698630136986,27.0,86
30535,South Africa,England,Cape Town,109,40,8,8.175,33.0,179
16070,India,South Africa,St Lucia,67,60,8,6.7,37.0,186
38138,Sri Lanka,South Africa,Chittagong,84,60,7,8.4,41.0,165
32117,South Africa,New Zealand,London,49,76,9,6.681818181818182,35.0,128
33661,South Africa,West Indies,Johannesburg,94,70,8,11.28,64.0,231
36094,Sri Lanka,India,Mirpur,100,23,5,6.185567010309279,41.0,138
9634,England,India,Pune,93,54,8,8.454545454545455,42.0,157
35994,Sri Lanka,India,Colombo,150,11,3,8.256880733944953,32.0,152
41057,West Indies,India,Kolkata,63,33,4,4.344827586206897,16.0,109
29811,South Africa,Australia,Johannesburg,81,66,8,9.0,50.0,204
20587,New Zealand,Pakistan,Hamilton,75,64,9,8.035714285714286,35.0,185
17004,India,West Indies,Mumbai,72,85,10,12.342857142857143,67.0,240
17303,New Zealand,Australia,Auckland,67,83,10,10.864864864864863,52.0,243
38695,Sri Lanka,West Indies,Nottingham,80,70,10,9.6,44.0,192
35554,Sri Lanka,England,St Lucia,39,77,7,5.441860465116279,26.0,128
22357,New Zealand,Sri Lanka,Pallekele,162,9,5,8.756756756756756,55.0,174
24851,Pakistan,Bangladesh,St Lucia,42,91,10,8.689655172413794,42.0,172
23467,Pakistan,Australia,Dubai,54,67,9,6.113207547169812,28.0,151
27937,Pakistan,South Africa,Nottingham,136,13,6,7.626168224299065,37.0,149
4289,Australia,South Africa,Johannesburg,82,72,9,10.25,41.0,196
1433,Australia,England,Southampton,63,81,9,9.692307692307692,48.0,248
15852,India,South Africa,Durban,81,40,6,6.075,35.0,153
8172,England,Afghanistan,Colombo,188,5,6,9.808695652173911,79.0,196
15528,India,South Africa,Cape Town,123,30,7,8.2,42.0,172
5937,Bangladesh,Australia,Mirpur,70,58,8,6.774193548387097,49.0,153
38276,Sri Lanka,South Africa,Delhi,108,18,3,6.352941176470588,25.0,120
31289,South Africa,India,Johannesburg,33,81,8,5.076923076923077,22.0,126
6328,Bangladesh,India,Mirpur,91,28,5,5.934782608695652,35.0,138
19370,New Zealand,India,Auckland,63,72,9,7.875,40.0,132
24631,Pakistan,Bangladesh,Mirpur,83,52,7,7.323529411764706,31.0,190
31475,South Africa,India,Mirpur,53,71,8,6.489795918367347,30.0,172
10909,England,Pakistan,London,168,10,5,9.163636363636364,39.0,185
35664,Sri Lanka,India,Chandigarh,91,74,9,11.869565217391305,53.0,206
22391,New Zealand,Sri Lanka,Wellington,80,77,10,11.16279069767442,51.0,162
15354,India,Pakistan,Durban,125,15,3,7.142857142857143,42.0,141
6808,Bangladesh,Pakistan,Lahore,62,54,7,5.636363636363637,29.0,136
21545,New Zealand,Sri Lanka,Auckland,94,35,5,6.635294117647059,42.0,179
34222,Sri Lanka,Australia,Melbourne,42,82,8,6.631578947368421,39.0,142
22312,New Zealand,Sri Lanka,Pallekele,129,31,8,8.696629213483146,51.0,174
24610,Pakistan,Bangladesh,Mirpur,78,57,7,7.428571428571429,31.0,190
27906,Pakistan,South Africa,Nottingham,98,44,7,7.736842105263157,43.0,149
25858,Pakistan,India,Mirpur,63,54,7,5.727272727272728,29.0,130
14019,India,England,Cardiff,110,20,6,6.6,33.0,148
9825,England,New Zealand,Auckland,148,24,5,9.25,54.0,184
29034,South Africa,Afghanistan,Barbados,85,45,6,6.8,28.0,139
4147,Australia,South Africa,Durban,71,77,7,9.906976744186046,51.0,157
38722,Sri Lanka,West Indies,Nottingham,126,43,9,9.818181818181818,46.0,192
6200,Bangladesh,India,Colombo,138,0,2,6.9,30.0,139
3355,Australia,Pakistan,Dubai,63,39,5,4.666666666666667,16.0,89
34411,Sri Lanka,Australia,Pallekele,50,79,8,7.317073170731708,38.0,198
24715,Pakistan,Bangladesh,Mirpur,127,32,7,8.659090909090908,53.0,190
42313,West Indies,Pakistan,Dubai,99,16,2,5.711538461538462,43.0,115
38403,Sri Lanka,West Indies,Barbados,55,78,9,7.857142857142857,48.0,195
40397,West Indies,England,London,75,77,9,10.465116279069768,56.0,208
7133,Bangladesh,Sri Lanka,Chittagong,54,69,5,6.352941176470588,18.0,120
41884,West Indies,New Zealand,Pallekele,76,66,7,8.444444444444445,36.0,139
16908,India,West Indies,Lucknow,55,79,10,8.048780487804878,47.0,195
14578,India,England,Nagpur,103,38,7,7.536585365853658,46.0,144
20988,New Zealand,South Africa,Centurion,137,28,6,8.934782608695652,45.0,177
16336,India,Sri Lanka,Pallekele,56,77,9,7.813953488372093,45.0,155
24373,Pakistan,Bangladesh,Karachi,183,5,5,9.547826086956524,40.0,203
5185,Australia,Sri Lanka,Perth,21,92,9,4.5,21.0,133
23129,Pakistan,Australia,Birmingham,70,67,8,7.924528301886792,42.0,162
39290,West Indies,Australia,Colombo,89,51,8,7.739130434782608,37.0,205
6770,Bangladesh,Pakistan,Lahore,51,72,10,6.375,36.0,141
33378,South Africa,Sri Lanka,Johannesburg,120,34,9,8.372093023255815,59.0,198
21780,New Zealand,Sri Lanka,Johannesburg,39,83,8,6.324324324324325,34.0,164
22313,New Zealand,Sri Lanka,Pallekele,94,30,5,6.266666666666667,32.0,142
6675,Bangladesh,Pakistan,Cape Town,85,56,7,7.96875,36.0,140
25089,Pakistan,England,Cardiff,66,68,8,7.615384615384615,42.0,173
17668,New Zealand,Australia,Sydney,117,2,2,5.9491525423728815,34.0,117
3325,Australia,Pakistan,Dubai,56,49,5,4.732394366197183,18.0,89
34609,Sri Lanka,Bangladesh,Chittagong,87,61,6,8.847457627118644,32.0,168
8347,England,Australia,Birmingham,191,19,7,11.346534653465346,57.0,221
6978,Bangladesh,Pakistan,Pallekele,119,40,8,8.925,45.0,175
1703,Australia,England,Sydney,118,41,8,8.962025316455696,53.0,195
21410,New Zealand,South Africa,Johannesburg,54,71,7,6.612244897959184,27.0,129
27682,Pakistan,South Africa,Centurion,111,36,5,7.928571428571429,31.0,168
16953,India,West Indies,Lucknow,123,36,10,8.785714285714286,44.0,195
27291,Pakistan,South Africa,Abu Dhabi,39,87,8,7.090909090909091,25.0,119
31014,South Africa,England,Mumbai,115,65,8,12.545454545454543,61.0,229
34741,Sri Lanka,Bangladesh,Colombo,98,60,9,9.8,36.0,214
24289,Pakistan,Bangladesh,Karachi,53,87,8,9.636363636363637,47.0,203
19819,New Zealand,India,Nagpur,57,57,7,5.428571428571429,25.0,126
36509,Sri Lanka,New Zealand,Chittagong,47,73,7,6.0,21.0,119
12443,England,West Indies,London,150,3,4,7.6923076923076925,36.0,161
13697,India,Bangladesh,Nagpur,87,54,8,7.909090909090909,46.0,174
15467,India,South Africa,Cape Town,46,90,9,9.2,43.0,172
40522,West Indies,England,London,55,46,7,4.45945945945946,25.0,113
4349,Australia,South Africa,Johannesburg,107,53,8,9.582089552238806,32.0,196
34922,Sri Lanka,Bangladesh,Johannesburg,89,38,6,6.512195121951219,34.0,147
17439,New Zealand,Australia,Auckland,216,16,7,12.461538461538462,61.0,243
15215,India,Pakistan,Bangalore,77,57,10,7.333333333333333,41.0,133
30750,South Africa,England,Centurion,146,52,10,12.882352941176473,75.0,241
23858,Pakistan,Australia,Harare,128,36,7,9.142857142857142,48.0,194
39626,West Indies,Australia,Sydney,77,47,4,6.328767123287672,34.0,138
34622,Sri Lanka,Bangladesh,Chittagong,101,49,6,8.535211267605634,39.0,168
6576,Bangladesh,New Zealand,Napier,71,46,5,5.756756756756757,32.0,141
41949,West Indies,New Zealand,Pallekele,139,4,1,7.189655172413793,33.0,139
35632,Sri Lanka,England,St Lucia,120,6,5,6.315789473684211,34.0,128
33027,South Africa,Sri Lanka,Colombo,82,23,6,5.072164948453608,31.0,115
32644,South Africa,Pakistan,Johannesburg,155,7,7,8.230088495575222,52.0,188
19965,New Zealand,India,Rajkot,178,13,8,9.981308411214954,56.0,196
14263,India,England,Kolkata,56,69,7,6.588235294117647,40.0,120
40721,West Indies,England,Nottingham,29,85,8,4.971428571428572,24.0,172
39948,West Indies,Bangladesh,Mirpur,65,64,10,6.964285714285714,32.0,171
15966,India,South Africa,Johannesburg,107,65,8,11.672727272727272,56.0,203
32487,South Africa,Pakistan,Johannesburg,44,84,10,7.333333333333333,41.0,188
3657,Australia,Pakistan,Johannesburg,162,4,4,8.379310344827585,46.0,164
28151,Pakistan,Sri Lanka,Colombo,111,39,7,8.222222222222221,48.0,172
189,Afghanistan,India,St Lucia,33,77,7,4.604651162790698,23.0,115
12101,England,West Indies,Barbados,75,78,10,10.714285714285714,53.0,165
15900,India,South Africa,Durban,125,17,6,7.281553398058253,53.0,153
35573,Sri Lanka,England,St Lucia,56,58,6,5.419354838709677,22.0,128
20397,New Zealand,Pakistan,Dubai,78,50,6,6.685714285714286,40.0,135
5070,Australia,Sri Lanka,Nottingham,122,20,4,7.32,46.0,159
19457,New Zealand,India,Auckland,104,43,6,8.103896103896103,53.0,158
21231,New Zealand,South Africa,Durban,79,22,2,4.836734693877551,25.0,86
9547,England,India,Manchester,103,44,8,8.131578947368421,42.0,159
20796,New Zealand,Pakistan,Napier,120,30,6,8.0,44.0,173
6429,Bangladesh,India,Rajkot,127,23,6,7.855670103092783,32.0,153
10882,England,Pakistan,London,132,36,7,9.428571428571429,44.0,185
8600,England,Australia,Chester-le-Street,117,47,9,9.616438356164384,43.0,195
30442,South Africa,England,Cape Town,61,71,8,7.469387755102041,41.0,191
33260,South Africa,Sri Lanka,Hambantota,163,0,7,8.15,50.0,163
29181,South Africa,Australia,Brisbane,37,83,9,6.0,32.0,157
26487,Pakistan,New Zealand,Christchurch,113,35,6,7.976470588235294,31.0,183
40285,West Indies,England,Chester-le-Street,122,49,7,10.309859154929578,42.0,176
40100,West Indies,Bangladesh,Mirpur,145,15,8,8.285714285714286,43.0,171
6383,Bangladesh,India,Rajkot,69,66,9,7.666666666666667,34.0,153
14138,India,England,Colombo,168,0,6,8.262295081967213,51.0,170
42679,West Indies,Pakistan,Trinidad,84,26,3,5.361702127659575,25.0,124
15168,India,New Zealand,Wellington,154,6,2,8.105263157894736,48.0,165
5426,Australia,West Indies,Hobart,74,78,10,10.571428571428571,68.0,179
4255,Australia,South Africa,Johannesburg,41,82,8,6.473684210526316,36.0,166
27957,Pakistan,South Africa,St Lucia,19,85,7,3.257142857142857,15.0,148
13158,India,Australia,Melbourne,67,22,1,4.1020408163265305,18.0,74
36597,Sri Lanka,New Zealand,Nottingham,57,76,8,7.772727272727272,42.0,158
2716,Australia,India,Sydney,96,38,6,7.024390243902439,27.0,164
344,Afghanistan,Sri Lanka,Kolkata,113,20,5,6.78,55.0,153
20715,New Zealand,Pakistan,London,85,29,4,5.604395604395604,26.0,99
27155,Pakistan,New Zealand,Pallekele,133,28,7,8.673913043478262,35.0,177
38558,Sri Lanka,West Indies,London,122,19,7,7.247524752475248,45.0,158
32373,South Africa,Pakistan,Cape Town,185,5,5,9.652173913043478,37.0,192
3048,Australia,New Zealand,Sydney,79,51,7,6.869565217391305,30.0,150
19725,New Zealand,India,Johannesburg,83,59,8,8.163934426229508,39.0,190
42687,West Indies,Pakistan,Trinidad,95,18,3,5.588235294117647,22.0,124
31505,South Africa,India,Mirpur,103,43,8,8.025974025974026,50.0,172
21783,New Zealand,Sri Lanka,Johannesburg,40,81,8,6.153846153846154,30.0,164
7219,Bangladesh,Sri Lanka,Colombo,57,87,8,10.363636363636363,51.0,155
1316,Australia,England,Manchester,139,4,6,7.189655172413793,48.0,145
3202,Australia,Pakistan,Dubai,41,89,10,7.935483870967742,41.0,168
35381,Sri Lanka,England,Southampton,60,77,8,8.372093023255815,45.0,140
31480,South Africa,India,Mirpur,58,67,8,6.566037735849057,20.0,172
18392,New Zealand,England,Delhi,84,62,9,8.689655172413794,47.0,153
18685,New Zealand,England,London,111,54,9,10.090909090909092,55.0,201
18640,New Zealand,England,Hamilton,178,4,5,9.20689655172414,53.0,192
15093,India,New Zealand,Wellington,93,42,6,7.153846153846154,34.0,149
25120,Pakistan,England,Cardiff,67,52,7,5.911764705882353,18.0,126
17986,New Zealand,Bangladesh,Mount Maunganui,64,74,7,8.347826086956522,34.0,195
296,Afghanistan,Sri Lanka,Kolkata,45,66,8,5.0,22.0,153
17615,New Zealand,Australia,Sydney,55,52,6,4.852941176470588,23.0,117
27262,Pakistan,New Zealand,Wellington,85,16,2,4.903846153846154,35.0,105
8776,England,Australia,Melbourne,56,76,6,7.636363636363637,37.0,130
11841,England,South Africa,Nottingham,79,42,6,6.076923076923077,45.0,111
13812,India,Bangladesh,Nottingham,112,32,8,7.636363636363637,38.0,180
18717,New Zealand,England,London,161,25,7,10.16842105263158,46.0,201
15227,India,Pakistan,Bangalore,89,45,9,7.12,38.0,133
22454,New Zealand,Sri Lanka,Wellington,144,17,5,8.388349514563107,33.0,162
5431,Australia,West Indies,Hobart,83,73,9,10.595744680851064,72.0,179
7795,Bangladesh,West Indies,Lauderhill,92,43,7,7.1688311688311686,44.0,171
40970,West Indies,India,Barbados,125,25,8,7.894736842105263,53.0,169
